ODYSSEY — BOOK IX full-book caption alignment
Duration: 1839.506s
Narration cues: 430
Source words: 5947
Directly matched source words: 5645 (94.9%)
Recognized words: 5919
Visual lead: 0.16s

Cue | Start | Anchor | Missing prefix | Caption
 89 |  386.720 | It                 |              0 | it is held by no flocks and no plowed fields, / but unsown and unplowed all its days
 90 |  392.700 | The                |              0 | the island is widowed of men, / and feeds its bleating goats.
 91 |  396.600 | For                |              0 | For the Cyclopes have no red-cheeked ships, / and no shipwrights among them who might labor out
 92 |  402.020 | well               |              0 | well-benched vessels to accomplish every need, / crossing to the cities of the world, the way men
 93 |  407.160 | so                 |              0 | so often traverse the sea in ships to one another:
 94 |  410.560 | Such               |              0 | such craftsmen would have made / the island a fair settlement too.
 95 |  413.980 | For                |              0 | For it is not a bad island at all: / it would bear every crop in season.
 96 |  418.440 | There              |              0 | There are meadows in it along the / shores of the gray salt water,
 97 |  421.780 | soft               |              0 | soft, well-watered; vines there would never die; / there is level plowland, and a deep standing harvest always
 98 |  428.520 | ready              |              0 | ready for the scythe in season, / for the soil beneath is rich.
 99 |  432.380 | And                |              0 | And there is a harbor with safe anchorage, / where there is no need of mooring-line —
100 |  436.800 | no                 |              0 | no anchor-stones to throw, no stern-cables to make fast:
101 |  440.740 | you                |              0 | you beach her, and wait until the sailors' / hearts prompt them, and the breezes blow.
102 |  445.660 | and                |              0 | And at the harbor's head runs shining water, / a spring under a cave, with black poplars growing round it.
103 |  451.860 | There              |              0 | There we sailed in — and some god was guiding us — / through the dead of night, with nothing to be seen ahead:
104 |  458.060 | a                  |              0 | a fog lay thick around the ships, and the moon / showed nothing from heaven, shut in by clouds.
105 |  463.820 | No                 |              0 | No one's eyes made out that island then, nor did we / see the long combers rolling in against the shore
106 |  469.080 | before             |              0 | before the well-benched ships ran up the beach.
107 |  471.900 | And                |              0 | And with the ships beached, we took down all the sails
108 |  475.240 | and                |              0 | and stepped out ourselves onto the surf-line of the sea,
109 |  478.120 | and                |              0 | and there we dropped asleep, and waited for shining Dawn.
110 |  481.740 | When               |              0 | When Dawn appeared, the early-born, with fingers of rose, / we walked that island marveling, all through it.
111 |  488.740 | and                |              0 | And the nymphs, daughters of aegis-bearing Zeus, started
112 |  491.840 | the                |              0 | the mountain goats, / so my companions might have their meal.
113 |  495.680 | At                 |              0 | At once we fetched our curved / bows and long-socketed goat-spears
114 |  499.300 | out                |              0 | out of the ships, and forming in three bands
115 |  501.800 | we                 |              0 | we shot; and quickly the god gave / us game to our hearts' content.
116 |  506.340 | Twelve             |              0 | Twelve ships followed with me, and to each nine / goats fell by lot; for me alone they picked out ten.
117 |  512.660 | So                 |              0 | So then all day long till the setting of the sun we / sat feasting on meat past counting and sweet wine.
118 |  519.120 | For                |              0 | For the red wine was not from out our ships:
119 |  521.700 | There              |              0 | there was still some left, / for each crew had drawn off much
120 |  524.660 | in                 |              0 | in two-handled jars when we / took the Cicones' holy citadel.
121 |  528.420 | And                |              0 | And we looked across at the land / of the Cyclopes, who were near:
122 |  532.020 | smoke              |              0 | smoke, and voices — theirs, and their sheep's and goats'.
123 |  535.400 | And                |              0 | And when the sun went down and the dusk came on, / then we lay down to sleep on the surf-line of the sea.
124 |  540.980 | When               |              0 | When Dawn appeared, the early-born, with fingers of rose,
125 |  544.360 | then               |              0 | then I called an assembly, and spoke among them all:
126 |  547.460 | rest               |              1 | 'The rest of you stay here now, my trusted companions, / while I with my own ship and my own crew
127 |  552.900 | go                 |              0 | go and make trial of those men over there — what they are:
128 |  556.280 | whether            |              0 | whether violent, savage, without justice, / or kind to strangers, with hearts that fear the gods.'
129 |  562.680 | So                 |              0 | So speaking I went aboard, and ordered my companions / to board in their turn and loose the stern-cables.
130 |  568.880 | And                |              0 | And they came aboard at once and / took their places at the oarlocks,
131 |  572.320 | and                |              0 | and sitting in order they struck / the gray salt water with their oars.
132 |  576.000 | But                |              0 | But when we reached the place — it was not far — / there on the land's edge, close by the sea, we saw a cave,
133 |  582.460 | high,              |              0 | high, overhung with laurels. There many flocks — / sheep and goats — were penned at night; around it a yard
134 |  588.960 | ran                |              0 | ran high-built, of stones set deep in the earth, / and tall pines, and oaks with lofty crowns.
135 |  594.960 | And                |              0 | And there a man slept, a monster of a man, who shepherded / his flocks alone and far apart; he kept no company
136 |  600.960 | with               |              0 | with others, but held aloof, and his heart knew no law.
137 |  604.680 | For                |              0 | For he was built a monstrous wonder — nothing / like a man who eats bread, but like a wooded crag
138 |  609.860 | of                 |              0 | of the high mountains, standing clear of all the rest.
139 |  613.200 | Then               |              0 | Then I ordered the rest of my trusted companions / to stay there by the ship and guard the ship,
140 |  618.580 | While              |              0 | while I picked the twelve best of my companions / and went. And I took a goatskin of dark wine,
141 |  624.100 | sweet              |              0 | sweet wine, that Maron gave me, Euanthes' son, / the priest of Apollo, the god who watches over Ismarus —
142 |  630.780 | because            |              0 | because we had protected him, with his child and his wife,
143 |  634.040 | out                |              0 | out of reverence: for he lived in the wooded grove / of Phoebus Apollo. And he gave me shining gifts:
144 |  639.620 | He                 |              0 | he gave me seven talents of well-wrought gold, / and he gave me a mixing-bowl all of silver, and then
145 |  644.940 | wine,              |              0 | wine, drawn off in two-handled jars, twelve in all, / sweet and unmixed, a drink for gods. Not one
146 |  651.220 | of                 |              0 | of the slaves or handmaids in his house knew of it —
147 |  654.280 | only               |              0 | only himself and his dear wife, and one housekeeper only.
148 |  658.360 | Whenever           |              0 | Whenever they drank that honey-sweet red wine, / he would fill one cup and pour it into twenty measures
149 |  663.600 | of                 |              0 | of water, and a sweet smell would rise from the bowl, / a marvel: no joy then in holding back.
150 |  670.120 | Of                 |              0 | Of this I filled a great skin and / brought it, and provisions too
151 |  673.300 | in                 |              0 | in a sack: for my proud heart had a foreboding, even then,
152 |  677.040 | that               |              0 | that a man would come against / me clothed in great strength,
153 |  679.980 | a                  |              0 | a savage, knowing nothing of judgments or of laws.
154 |  683.480 | Quickly,           |              0 | Quickly we came to the cave, and did not find him within: / he was herding his fat flocks in the pasture.
155 |  690.020 | We                 |              0 | We went into the cave and stared in wonder at everything:
156 |  692.920 | sagging            |              1 | crates sagging with cheeses; pens crowded with / lambs and kids — each sort folded separately,
157 |  700.160 | the                |              0 | the firstlings apart, apart the middle-born, / apart again the newborn; and every vessel swimming with whey,
158 |  706.940 | the                |              0 | the pails and bowls, all made / by hand, that he milked into.
159 |  711.000 | first,             |              1 | There first my companions begged me, pleading:
160 |  714.080 | take               |              0 | take some cheeses and go back; then quickly, / driving the kids and lambs out of their pens
161 |  719.000 | down               |              0 | down to the fast ship, sail away over the salt water.
162 |  722.730 | But                |              0 | But I would not listen — it would have been far better —
163 |  725.910 | not                |              0 | not until I saw him, and whether / he would give me guest-gifts.
164 |  729.370 | and                |              0 | And his appearing was to be no joy to my companions.
165 |  732.310 | We                 |              0 | We lit a fire there and made an / offering, and helped ourselves
166 |  736.390 | to                 |              0 | to cheeses, and ate, and sat inside waiting for him, / until he came back herding. He carried a huge weight
167 |  743.690 | of                 |              0 | of dry wood, to serve him at supper-time, / and flung it down inside the cave with a crash;
168 |  749.790 | and                |              0 | and we in terror shrank away into the cave's far corner.
169 |  753.370 | He                 |              0 | He drove his fat flocks into the wide cavern — / all those he milked; the males he left outside,
170 |  758.950 | the                |              0 | the rams and he-goats, out in the deep yard.
171 |  762.290 | Then               |              0 | Then he lifted high and set in place a huge door-stone, / a massive thing: twenty-two carts, good ones,
172 |  768.270 | four               |              0 | four-wheeled, could not have levered it off the ground —
173 |  771.310 | such               |              0 | such a towering cliff of rock he set in the doorway.
174 |  774.430 | Then               |              0 | Then, sitting, he milked the ewes and bleating goats, / all in due order, and set the young under each.
175 |  781.190 | and                |              0 | And straightway he curdled half the white milk and / gathered it and stored it in the plaited baskets,
176 |  786.370 | and                |              0 | and half he stood in vessels, so it might be there for / him to take and drink, and serve him at supper-time.
177 |  791.730 | and                |              0 | And when at last he had hurried through his work, / then he lit the fire — and saw us, and asked:
178 |  797.610 | who                |              1 | 'Strangers, who are you? / From where do you sail the watery ways?
179 |  801.410 | Is                 |              0 | Is it on some business — or do you rove at / random, the way sea-raiders do, who wander
180 |  806.290 | staking            |              0 | staking their own lives, bearing evil to strangers?'
181 |  810.070 | So                 |              0 | So he spoke, and our own hearts broke within us in / terror of the deep voice and the monster himself.
182 |  816.790 | Even               |              0 | Even so I answered him, and said:
183 |  819.130 | are                |              1 | 'We are Achaeans, blown off course from Troy by every / wind there is, across the great gulf of the sea,
184 |  825.150 | making             |              0 | making for home — but by other routes, other roads / we came: so Zeus, I suppose, chose to devise it.
185 |  832.070 | We                 |              0 | We declare ourselves the people of Agamemnon, Atreus' son,
186 |  835.390 | whose              |              0 | whose fame is now the greatest thing under heaven, / so vast the city he sacked, so many the peoples
187 |  840.310 | he                 |              0 | he destroyed. But we, for our part, / have come to your knees
188 |  843.850 | hope               |              1 | in hope you may offer guest-friendship — or give besides
189 |  846.590 | some               |              0 | some gift, as is the right and custom done for strangers.
190 |  850.470 | Respect            |              0 | Respect the gods, mighty one. We are your suppliants,
191 |  853.650 | and                |              0 | and Zeus is the avenger of suppliants and of strangers —
192 |  856.610 | Zeus               |              0 | Zeus of Strangers, who walks beside honored guests.'
193 |  860.330 | So                 |              0 | So I spoke, and he answered me / at once, with pitiless heart:
194 |  863.950 | are                |              1 | 'You are a fool, stranger — / or you have come from far away —
195 |  867.370 | You                |              0 | you who tell me to fear the gods or shun their anger.
196 |  870.530 | The                |              0 | The Cyclopes pay no heed to Zeus who bears the aegis,
197 |  873.810 | nor                |              0 | nor to the blessed gods: for we are the better men by far.
198 |  877.210 | I                  |              0 | I would not spare you or your companions to dodge / the hatred of Zeus — not unless my own heart bade me.
199 |  883.390 | But                |              0 | But tell me: where did you moor / your well-made ship when you came?
200 |  886.670 | At                 |              0 | At the far end of the shore, or near? I want to know.'
201 |  890.590 | So                 |              0 | So he spoke, testing; but I knew too much, and he did / not catch me; I answered him back with words of guile:
202 |  897.150 | ship,              |              1 | 'My ship — Poseidon the / earth-shaker smashed her to pieces,
203 |  900.710 | driving            |              0 | driving her on the rocks at the border of your country:
204 |  903.330 | and                |              0 | and the wind carried her in from the sea.
205 |  906.270 | But                |              0 | But I, with these men here, escaped sheer destruction.'
206 |  909.590 | So                 |              0 | So I spoke; and out of his / pitiless heart he answered nothing,
207 |  913.410 | but                |              0 | but sprang up and reached his hands out at my companions,
208 |  916.570 | snatched           |              0 | snatched up two together, and dashed them like puppies
209 |  919.170 | against            |              0 | against the ground: their brains / ran out on the earth, and wetted it.
210 |  923.370 | He                 |              0 | He tore them limb from limb and made ready his supper,
211 |  926.230 | and                |              0 | and he ate like a mountain-bred lion, and left nothing —
212 |  929.490 | the                |              0 | the entrails, the flesh, the bones with their marrow.
213 |  933.150 | And                |              0 | And we, weeping, lifted up our hands to Zeus at the / horror we watched, helplessness holding our hearts.
214 |  939.730 | And                |              0 | And when the Cyclops had filled his great belly, / feeding on man-flesh and washing it down with unmixed milk,
215 |  945.990 | he                 |              0 | he lay stretched out in the cave among his sheep.
216 |  949.230 | And                |              0 | And I made a plan in my own great heart to steal close, / draw the sharp sword from beside my thigh,
217 |  956.350 | and                |              0 | and stab him in the chest, / where the midriff holds the liver,
218 |  959.910 | feeling            |              0 | feeling for the place with my hand. / But a second thought held me:
219 |  963.990 | There              |              0 | there we too would have perished in sheer destruction, / for we could never have pushed back with our hands
220 |  969.730 | the                |              0 | the massive stone he had set in the high doorway.
221 |  973.090 | So                 |              0 | So then, groaning, we waited for shining Dawn.
222 |  976.430 | when               |              0 | When Dawn appeared, the early-born, with fingers of rose,
223 |  980.090 | then               |              0 | then he lit the fire, and milked his famous flocks, / all in due order, and set the young under each.
224 |  987.130 | And                |              0 | And when at last he had hurried through his work,
225 |  989.350 | he                 |              0 | he snatched up two men together / again, and made his meal ready.
226 |  993.430 | and                |              0 | And having fed, he drove his fat flocks out of the cave,
227 |  997.210 | lifting            |              0 | lifting off the great door-stone with ease — and then / set it back, the way a man sets the lid on a quiver.
228 | 1003.890 | With               |              0 | With a great whistling the Cyclops turned his fat flocks
229 | 1006.830 | toward             |              0 | toward the mountain; and I was left / brooding evil deep in my heart:
230 | 1011.230 | If                 |              0 | if somehow I might pay him back, / and Athena grant me the glory.
231 | 1015.510 | and                |              0 | And this, as I turned it over, seemed to me the best plan.
232 | 1019.770 | There              |              0 | There lay beside a pen a great club of the Cyclops', / green olive-wood: he had cut it to carry
233 | 1025.490 | once               |              0 | once it seasoned. Looking it over we judged it / big as the mast of a black twenty-oared ship,
234 | 1031.470 | a                  |              0 | a broad-beamed freighter, that crosses the great gulf:
235 | 1035.150 | that               |              0 | that was its length, that its thickness to the eye.
236 | 1038.470 | Standing           |              0 | Standing to it, I cut off about a fathom's measure
237 | 1041.890 | and                |              0 | and handed it to my companions, / and told them to dress it down;
238 | 1045.530 | and                |              0 | and they made it smooth, / while standing by I brought it to a point
239 | 1048.970 | at                 |              0 | at the tip, and then took it and / hardened it in the blazing fire.
240 | 1053.310 | and                |              0 | And I laid it carefully by, hiding it under the dung
241 | 1056.350 | that               |              0 | that was strewn in a great deep litter through the cave.
242 | 1059.930 | And                |              0 | And I told the others to shake lots among them for / who would dare, together with me, to lift the stake
243 | 1065.170 | and                |              0 | and grind it in his eye, when sweet sleep came on him.
244 | 1068.930 | The                |              0 | The lot fell on the very men I would have chosen —
245 | 1071.610 | four               |              0 | four of them, and I counted / myself in with them, the fifth.
246 | 1075.810 | At                 |              0 | At evening he came back, herding his fair-fleeced flocks,
247 | 1079.230 | and                |              0 | and drove those fat flocks straight into the wide cavern,
248 | 1082.210 | all                |              0 | all of them: he left not one outside in the deep yard,
249 | 1086.110 | whether            |              0 | whether some foreboding moved him, or a god so ordered it.
250 | 1089.470 | Then               |              0 | Then he lifted high and set in place the great door-stone,
251 | 1092.770 | and                |              0 | and sitting, he milked the ewes and bleating goats, / all in due order, and set the young under each.
252 | 1098.670 | And                |              0 | And when at last he had hurried through his work,
253 | 1100.970 | he                 |              0 | he snatched up two men together again, / and made his supper ready.
254 | 1105.210 | And                |              0 | And then I came up close and spoke to the Cyclops, / holding in my hands an ivy-wood bowl of the dark wine:
255 | 1111.910 | Here               |              1 | 'Cyclops — here, drink wine, / now you have fed on man-flesh:
256 | 1115.550 | so                 |              0 | so you may know what kind of drink our ship
257 | 1117.450 | carried            |              0 | carried stored. I was bringing it / as an offering for you, in hope
258 | 1121.450 | you                |              0 | you might pity me and send me home. / But your madness is past all bearing.
259 | 1126.050 | merciless          |              0 | Merciless one — how will any other man of all the many
260 | 1128.610 | ever               |              0 | ever come near you again? / What you have done is past all measure.'
261 | 1132.870 | So                 |              0 | So I spoke; and he took it, and drank it down; / and it pleased him — terribly —
262 | 1137.690 | the                |              0 | the sweet drink; and he demanded a second helping:
263 | 1140.850 | me                 |              1 | 'Give me more — be generous. And tell me your name,
264 | 1143.910 | here               |              0 | here, now, so I can give you a / guest-gift that will make you glad.
265 | 1147.690 | The                |              0 | The grain-giving plowland bears / wine for the Cyclopes too —
266 | 1151.150 | fine               |              0 | fine clusters, and Zeus' rain swells them for us; / but this — this is a rivulet of ambrosia and nectar!'
267 | 1159.590 | So                 |              0 | So he spoke, and I handed him the fire-bright wine again.
268 | 1163.090 | Three              |              0 | Three times I brought and gave it; / three times, in his folly, he drained it.
269 | 1167.930 | and                |              0 | And when the wine had come circling round the Cyclops' wits, / then I spoke to him with honeyed words:
270 | 1173.910 | you                |              1 | 'Cyclops, you ask my glorious name? Then I will tell it — / and you give me the guest-gift, as you promised.
271 | 1180.210 | Nobody             |              0 | Nobody is my name. Nobody is what they call me — / my mother and my father and all my companions.'
272 | 1186.470 | So                 |              0 | So I spoke, and he answered me / at once, with pitiless heart:
273 | 1190.150 | I                  |              1 | 'Nobody I will eat last of all his company, / and the others before him. That shall be your guest-gift.'
274 | 1196.510 | He                 |              0 | He spoke — and reeling back he fell flat, and lay there / with his thick neck lolled over sideways; and sleep
275 | 1202.470 | the                |              0 | the all-subduer took him. And from his gullet gushed wine
276 | 1206.590 | and                |              0 | and gobbets of human flesh, / as he belched in his drunkenness.
277 | 1211.050 | And                |              0 | And then I drove the stake under the deep ash-heap / to heat; and with my words I put courage in all
278 | 1216.410 | my                 |              0 | my companions, so no man might flinch and hang back.
279 | 1220.950 | But                |              0 | But when that olive stake in / the fire, green though it was,
280 | 1224.050 | was                |              0 | was on the point of catching, / and glowed clean through, terrible —
281 | 1228.070 | Then               |              0 | then I brought it close out of the fire, and my companions
282 | 1230.910 | stood              |              0 | stood round me; and a great / power breathed courage into us.
283 | 1234.890 | They               |              0 | They took up the olive stake, sharpened at its point,
284 | 1237.990 | and                |              0 | and rammed it in his eye; and I, / throwing my weight on from above,
285 | 1241.810 | spun               |              0 | spun it — the way a man bores a ship-timber with / a drill, and his mates below keep it running
286 | 1247.050 | with               |              0 | with a strap they hold at either end, / and it spins on without stopping:
287 | 1251.610 | So                 |              0 | so we took the fire-pointed stake and spun it in his eye, / and the blood came boiling up round its heat,
288 | 1257.790 | and                |              0 | and the blast singed all his lids and brows away
289 | 1260.670 | as                 |              0 | as the eyeball burned, and the / roots of it crackled in the fire.
290 | 1264.490 | As                 |              0 | As when a smith dips a great axe-head or an / adze in cold water, and it hisses loud and high,
291 | 1270.550 | tempering          |              0 | tempering it — for that is what gives iron its strength — / so his eye hissed round the olive stake.
292 | 1275.730 | and                |              0 | And he let out a huge and hideous howl, / and the rock rang round it,
293 | 1279.530 | and                |              0 | and we shrank back in terror. He wrenched the stake / out of his eye, all fouled with streaming blood,
294 | 1285.130 | and                |              0 | and flung it from him, flailing his arms in agony, / and set up a great bellowing to the Cyclopes who lived
295 | 1290.990 | around             |              0 | around him in caves along the windy heights.
296 | 1293.790 | And                |              0 | And they heard his cry and came thronging from every side,
297 | 1297.070 | and                |              0 | and standing round the cave they asked him what was wrong:
298 | 1300.570 | in                 |              1 | 'What in the world, Polyphemus? / What hurt, that you cry out so
299 | 1303.910 | through            |              0 | through the ambrosial night and make us sleepless?
300 | 1306.690 | Surely             |              0 | Surely no mortal is driving off / your flocks against your will?
301 | 1310.230 | Surely             |              0 | Surely no one is killing you — by cunning or by force?'
302 | 1313.750 | And                |              0 | And out of the cave strong Polyphemus answered them:
303 | 1316.630 | nobody             |              1 | 'Friends — Nobody is killing me, / by cunning and not by force!'
304 | 1320.290 | And                |              0 | And they answered with winged words, and gave it back:
305 | 1322.930 | nobody             |              1 | 'If nobody is forcing you, then — alone as you are —
306 | 1326.150 | it                 |              0 | it must be sickness from great Zeus, / and there is no escaping that.
307 | 1329.990 | to                 |              1 | Pray to our father, the lord Poseidon.'
308 | 1332.670 | So                 |              0 | So they spoke as they went; and my own heart laughed,
309 | 1335.590 | how                |              0 | how my name had utterly deceived him — / the name, and the flawless cunning.
310 | 1340.370 | But                |              0 | But the Cyclops, groaning and heaving in his agonies,
311 | 1343.390 | groped             |              0 | groped with his hands and lifted / the stone from the doorway,
312 | 1346.810 | and                |              0 | and sat himself down in the door with both arms spread,
313 | 1349.870 | in                 |              0 | in hope of catching anyone who / tried to slip out with the sheep:
314 | 1353.430 | Such               |              0 | such a fool, I suppose, he hoped to find in me.
315 | 1356.110 | But                |              0 | But I was planning how it might all come out best —
316 | 1358.850 | If                 |              0 | if I could find some release from death for my companions / and for myself; and I wove every guile and design,
317 | 1365.110 | as                 |              0 | as a man does for his very life: / for the great evil was close.
318 | 1369.210 | And                |              0 | And this, as I turned it over, seemed to me the best plan.
319 | 1372.810 | There              |              0 | There were rams there, well-fed, thick in the fleece, / fine big animals, their wool dark as violets.
320 | 1379.990 | These,             |              0 | These, working quietly, I lashed / together with plaited withies —
321 | 1383.630 | the                |              0 | the ones that monster slept on, the outlaw — in threes:
322 | 1387.330 | the                |              0 | the middle one of each three carried a man, and the / other two walked either side, protecting my companions.
323 | 1393.310 | So                 |              0 | So three sheep to each man. But for myself — / there was one ram, far the finest of all the flock;
