ODYSSEY — BOOK XXII full-book caption alignment
Duration: 1580.112s
Narration cues: 384
Source words: 5056
Directly matched source words: 4819 (95.3%)
Recognized words: 5093
Visual lead: 0.16s

Cue | Start | Anchor | Missing prefix | Caption
155 |  614.420 | now                |              0 | "Now you will keep watch indeed, / Melanthius — the whole night through,
156 |  618.060 | stretched          |              0 | stretched out on the sort of soft bed you deserve; / and the early-born one out of Ocean's streams will not
157 |  623.540 | slip               |              0 | slip past you as she comes, / on her golden throne, at the hour
158 |  627.060 | you                |              0 | you drive in goats for the suitors, / to make their feast in the hall."
159 |  630.820 | so                 |              0 | So he was left there, racked in the deadly binding; / and the two got into their armor, shut the shining door,
160 |  636.860 | and                |              0 | and went back to Odysseus — / the deep mind, the shifting counsels.
161 |  641.060 | there              |              0 | There they stood, breathing fury: on the threshold / four men; inside the hall, many men, and good ones.
162 |  647.220 | and                |              0 | And now Athena, daughter of Zeus, came near them, / likened to Mentor in body and in voice.
163 |  653.060 | Odysseus           |              0 | Odysseus was glad at the sight of her, and said:
164 |  655.400 | mentor,            |              0 | "Mentor — beat off ruin! Remember your old companion, / who did you good service — and you my own age-mate!"
165 |  661.340 | so                 |              0 | So he spoke, guessing it was Athena, rouser of armies.
166 |  665.180 | and                |              0 | And the suitors on their side bellowed through the hall, / Agelaus, Damastor's son, first to threaten her:
167 |  671.240 | Mentor,            |              0 | "Mentor — don't let Odysseus talk you around / into fighting the suitors and defending him.
168 |  675.480 | for                |              0 | For here is how I think our purpose will be accomplished:
169 |  678.740 | When               |              0 | when we have killed these two, father and son, / you will be killed with them — for the things you are minded
170 |  683.640 | to                 |              0 | to do in this hall. Your own head will pay the price.
171 |  687.120 | and                |              0 | And when the bronze has stripped the force from / all of you, everything you own, indoors and out,
172 |  692.180 | we                 |              0 | we will pool with the goods of Odysseus. Your sons / we will not let live in your halls; your daughters
173 |  697.200 | and                |              0 | and your true-hearted wife will not / walk free in the town of Ithaca."
174 |  701.140 | So                 |              0 | So he spoke; and Athena's heart grew angrier yet, / and she lashed Odysseus with words of fury:
175 |  707.020 | Odysseus,          |              0 | "Odysseus — where is your strength gone? / Where is the fight in you —
176 |  711.120 | you                |              0 | you who for Helen's sake, / the white-armed, the nobly fathered,
177 |  714.460 | nine               |              0 | nine years on end battled the Trojans without a / break and killed many men in the terrible fighting?
178 |  719.340 | By                 |              0 | By your counsel the wide-wayed city of Priam was taken!
179 |  723.560 | how                |              0 | How is it that now, come home to your own house and goods,
180 |  726.600 | face               |              0 | face to face with the suitors, / you whimper about being brave?
181 |  730.040 | Here               |              0 | Here, old friend — stand by me and watch the work, / and learn what kind of man, among enemy fighters,
182 |  735.980 | mentor,            |              0 | Mentor, Alcimus' son, is at repaying kindness."
183 |  739.680 | She                |              0 | She spoke — and did not yet grant / victory outright to either side,
184 |  744.000 | but                |              0 | but went on testing the strength and / fight of Odysseus and of his glorious son.
185 |  748.240 | and                |              0 | And she herself darted up to the / roof-beam of the smoke-stained hall
186 |  752.380 | and                |              0 | and perched there — like a swallow, face-on.
187 |  755.480 | Now,               |              0 | Now Agelaus, Damastor's son, rallied the suitors, / with Eurynomus, Amphimedon, Demoptolemus,
188 |  762.200 | Polyctor's         |              1 | Peisander Polyctor's son, and Polybus the shrewd:
189 |  765.340 | for                |              0 | for these were far the best of the suitors in prowess, / of all who still lived and fought for their lives —
190 |  771.060 | the                |              0 | the rest the bow and the crowding arrows had brought down.
191 |  774.220 | and                |              0 | And Agelaus spoke to them all, / putting the word to everyone:
192 |  778.380 | Friends,           |              0 | "Friends — now this man's invincible hands will stop.
193 |  781.500 | Mentor             |              0 | Mentor has left him — after the empty boasting — / and they are alone at the outer doors.
194 |  786.060 | so                 |              0 | So do not throw your long spears all together:
195 |  788.540 | Come,              |              0 | come — you six throw first, and see if Zeus will / grant that Odysseus be hit, and we win the glory.
196 |  794.720 | The                |              0 | The rest are no concern, once that man falls."
197 |  797.940 | So                 |              0 | So he spoke; and they all threw as he ordered, / hungry for it. And Athena made every cast come to nothing:
198 |  804.220 | One                |              0 | one man's spear struck the doorpost of the strong-built hall, / another's the close-fitted door itself,
199 |  809.760 | another's          |              0 | another's ash shaft, heavy with / bronze, slammed into the wall.
200 |  813.640 | and                |              0 | And when they had weathered the suitors' spears, / much-enduring noble Odysseus began among his men:
201 |  819.440 | Friends,           |              0 | "Friends — now it is mine to say it: throw!
202 |  821.880 | into               |              0 | Into the crowd of the suitors — men wild to strip / our corpses on top of the wrongs they did before."
203 |  826.920 | so                 |              0 | So he spoke; and they all threw their sharp spears, / aiming straight ahead: Odysseus killed Demoptolemus;
204 |  833.300 | the                |              2 | Telemachus, Euryades; the swineherd, Elatus; / and the man in charge of the cattle killed Peisander.
205 |  839.560 | All                |              0 | All of those together bit the vast floor with their teeth,
206 |  842.520 | and                |              0 | and the suitors fell back into the deep of the hall;
207 |  844.960 | and                |              0 | and the others charged, / and pulled their spears from the corpses.
208 |  848.620 | Again,             |              0 | Again the suitors threw their sharp spears, hungry for it; / and Athena made the many casts come to nothing:
209 |  854.180 | One                |              0 | one man's spear struck the doorpost of the strong-built hall, / another's the close-fitted door itself,
210 |  859.560 | another's          |              0 | another's ash shaft, heavy with / bronze, slammed into the wall.
211 |  863.580 | but                |              0 | But Amphimedon caught Telemachus on the wrist — / a graze: the bronze just broke the surface of the skin;
212 |  869.540 | and                |              0 | and Ctesippus, over the shield, scratched Eumaeus
213 |  872.200 | on                 |              0 | on the shoulder with his long spear: / it skipped and fell to earth.
214 |  876.020 | Then               |              0 | Then those around Odysseus — / the deep mind, the shifting counsels —
215 |  879.880 | threw              |              0 | threw their sharp spears into the crowd of the suitors:
216 |  882.400 | and                |              0 | and this time Eurydamas fell / to Odysseus, sacker of cities;
217 |  886.480 | to                 |              1 | Amphimedon to Telemachus; Polybus to the swineherd;
218 |  890.180 | And                |              0 | and then Ctesippus fell to the / man in charge of the cattle,
219 |  893.440 | struck             |              0 | struck full in the chest; and he crowed over him:
220 |  896.380 | son                |              0 | "Son of Polytherses — you lover / of a good jeer! — never again
221 |  900.060 | give               |              0 | give way to your folly and talk big. Leave the / word to the gods: they are far stronger than you.
222 |  905.920 | This               |              0 | This is your guest-gift in return — to match the ox-hoof
223 |  909.020 | you                |              0 | you gave godlike Odysseus once, / when he begged through his own hall."
224 |  912.940 | so                 |              0 | So spoke the herdsman of the / spiral-horned cattle. And Odysseus
225 |  916.380 | wounded            |              0 | wounded Damastor's son, close in, with the long spear; / and Telemachus wounded Leocritus, Evenor's son,
226 |  923.620 | clean              |              0 | clean in the flank with his spear, / and drove the bronze through:
227 |  926.860 | he                 |              0 | he pitched forward and struck the / ground full with his forehead.
228 |  930.360 | And                |              0 | And now Athena raised the aegis that wastes mankind, / high from the roof; and their wits scattered in terror,
229 |  936.540 | and                |              0 | and they stampeded through the hall like a herd of cattle
230 |  939.580 | when               |              0 | when the darting gadfly falls on them and whirls them wild
231 |  943.000 | in                 |              0 | in the season of spring, when the long days come in.
232 |  946.780 | And                |              0 | And the others — like vultures / with hooked claws and curving beaks
233 |  950.580 | that               |              0 | that come down out of the mountains on the smaller birds:
234 |  953.760 | these              |              0 | these skim the plain, cowering away from the clouds, / but the vultures stoop and kill them; no defense,
235 |  960.320 | no                 |              0 | no flight — and men delight to watch the hunting:
236 |  963.440 | so                 |              0 | so those four, rushing the suitors through the house,
237 |  966.940 | struck             |              0 | struck them down left and right; and hideous groaning rose
238 |  970.060 | as                 |              0 | as heads were smashed, and the / whole floor smoked with blood.
239 |  973.940 | but                |              0 | But Leodes ran in and caught Odysseus by the knees, / and clasping them in supplication spoke winged words:
240 |  981.100 | your               |              1 | "By your knees, Odysseus — respect me, pity me!
241 |  984.760 | I                  |              0 | I tell you I never said a word to any woman in your halls, / never did one reckless thing — no: I kept trying
242 |  991.000 | to                 |              0 | to stop the others, the suitors, / when one would do such things.
243 |  994.840 | but                |              0 | But they would not listen, / would not hold their hands from evil,
244 |  998.280 | and                |              0 | and so through their own recklessness / they have met an ugly fate.
245 | 1001.500 | and                |              0 | And I, their sacrifice-diviner, having done nothing,
246 | 1004.780 | to                 |              1 | am to lie down with them: no thanks, / hereafter, for good service!"
247 | 1008.900 | then               |              0 | Then, glaring from under his brows, / Odysseus of the many designs replied:
248 | 1013.520 | if                 |              0 | "If you declare yourself their sacrifice-diviner,
249 | 1016.420 | then               |              0 | then many a time, no doubt, / you must have prayed in my halls
250 | 1019.620 | the                |              1 | that the accomplishment of my / sweet homecoming be far away —
251 | 1023.380 | my                 |              1 | that my dear wife go with you, and bear you children.
252 | 1026.500 | for                |              0 | For that you shall not slip / beneath a death that lays men low."
253 | 1029.740 | so                 |              0 | So speaking, he took up in his strong hand a sword / that lay there — Agelaus had dropped it to the ground
254 | 1035.220 | as                 |              0 | as he was killed — and drove it / through the middle of his neck:
255 | 1038.500 | and                |              0 | and while he was still speaking, / his head mixed with the dust.
256 | 1042.180 | but                |              0 | But the singer still dodged the black doom — Terpes' son,
257 | 1046.380 | who                |              1 | Phemius, who sang among the suitors under compulsion.
258 | 1049.840 | he                 |              0 | He stood with the clear lyre in his hands close / by the side-door, and his mind was split two ways:
259 | 1056.300 | whether            |              0 | whether to slip out of the hall to the great altar of Zeus
260 | 1059.220 | of                 |              0 | of the Courtyard, and sit there on the masoned / stone where Laertes and Odysseus had burned so many
261 | 1065.120 | of                 |              1 | thighbones of oxen — or rush / forward and clasp Odysseus' knees.
262 | 1069.660 | and                |              0 | And as he weighed it, this seemed to him the better way:
263 | 1073.020 | to                 |              0 | to take hold of the knees of Laertes' son Odysseus.
264 | 1076.580 | so                 |              0 | So he set the hollow lyre down on the ground between / the mixing-bowl and the silver-studded chair,
265 | 1082.300 | and                |              0 | and rushed forward himself and / caught Odysseus by the knees,
266 | 1086.020 | and                |              0 | and clasping them in supplication spoke winged words:
267 | 1089.720 | by                 |              0 | "By your knees, Odysseus — respect me, pity me!
268 | 1093.080 | on                 |              0 | On you yourself the grief will fall hereafter, / if you kill a singer — me — who sing for gods and for men.
269 | 1099.380 | I                  |              0 | I am self-taught: a god has planted in my heart all / the pathways of song; and I am fit to sing beside you
270 | 1105.660 | as                 |              0 | as beside a god. Do not be hungry to cut my throat.
271 | 1109.340 | and                |              0 | And Telemachus would tell you this — your own dear son:
272 | 1112.520 | that               |              0 | that it was never by my will, never for want of mine,
273 | 1115.500 | that               |              0 | that I came to your house to sing at the suitors' feasts:
274 | 1118.560 | they               |              0 | they were more, and stronger — / they marched me here by force."
275 | 1122.480 | and                |              0 | And the sacred strength of Telemachus heard him, / and quickly spoke to his father, standing near:
276 | 1128.340 | stop,              |              0 | "Stop! He is guiltless — do not cut him with the bronze.
277 | 1131.900 | and                |              0 | And Medon the herald let us save as well, / who always cared for me in our house when I was a child —
278 | 1137.200 | unless             |              0 | unless Philoetius has killed him already, or the swineherd, / or he met you as you stormed along the hall."
279 | 1143.000 | so                 |              0 | So he spoke; and Medon heard him — a man of sensible / mind — for he lay cowering under a chair, wrapped up
280 | 1149.460 | in                 |              0 | in a fresh-flayed oxhide, dodging the black doom.
281 | 1152.880 | Up                 |              0 | Up from under the chair he came / at once, stripped off the oxhide,
282 | 1156.920 | and                |              0 | and rushed forward and caught Telemachus by the knees, / and clasping them in supplication spoke winged words:
283 | 1162.940 | friend,            |              0 | "Friend — here I am: myself! / Hold back, and tell your father,
284 | 1167.000 | before             |              0 | before in his overmastering strength / he cuts me down with the sharp bronze
285 | 1170.720 | in                 |              0 | in his rage at the suitor-men — the men who sheared away
286 | 1173.440 | his                |              0 | his goods in the halls, / and honored you not at all, the fools."
287 | 1177.520 | and                |              0 | And Odysseus of the many designs smiled at him and said:
288 | 1180.920 | take               |              0 | "Take heart: this man has pulled you clear and saved you —
289 | 1184.720 | so                 |              0 | so you may know in your heart, and tell another too, / how doing good outruns doing evil, and by far.
290 | 1190.980 | now                |              0 | Now out of the hall with you, and sit in the courtyard,
291 | 1193.480 | away               |              0 | away from the slaughter — / you and the singer of many songs —
292 | 1197.040 | while              |              0 | while I finish in the house the work that I must."
293 | 1199.680 | so                 |              0 | So he spoke; and the two of them went out of the / hall and sat down by the altar of great Zeus,
294 | 1205.140 | peering            |              0 | peering about on every side, expecting death each moment.
295 | 1208.240 | and                |              0 | And Odysseus peered through his own house, for any man / still living, hiding there, dodging the black doom.
296 | 1214.840 | but                |              0 | But he saw them all, the whole count of them, / in blood and dust fallen — so many, like fish that fishermen
297 | 1221.040 | have               |              0 | have hauled from the gray sea in the mesh of a net / onto the curved beach: heaped on the sand they lie,
298 | 1226.860 | all                |              0 | all of them, aching for the waves of the sea, / and the shining Sun takes the life out of them:
299 | 1232.360 | so                 |              0 | so the suitors lay heaped on one another.
300 | 1234.840 | then               |              0 | Then Odysseus of the many designs said to Telemachus:
301 | 1237.880 | Telemachus,        |              0 | "Telemachus — go, call me the nurse Eurycleia, / so I can tell her the word that is on my mind."
302 | 1243.460 | so                 |              0 | So he spoke; and Telemachus obeyed his dear father, / and rattling the door he called the nurse Eurycleia:
303 | 1249.720 | up                 |              0 | "Up with you, and come, old woman born long ago — / you who are overseer of our serving-women in the halls.
304 | 1255.920 | come,              |              0 | Come: my father calls you; he has something to say."
305 | 1259.200 | so                 |              0 | So he spoke; and for her the word stayed wingless.
306 | 1262.720 | she                |              0 | She opened the doors of the well-settled halls / and came; and Telemachus led the way before her.
307 | 1268.680 | and                |              0 | And she found Odysseus among the bodies of the slain, / spattered with blood and gore, like a lion
308 | 1273.720 | that               |              0 | that comes from feeding on an ox of the farmstead:
309 | 1276.760 | all                |              0 | all his chest, and his cheeks on either side, / are bloody, and he is terrible to look in the face:
310 | 1282.720 | so                 |              0 | so was Odysseus spattered — feet, and hands above them.
311 | 1286.980 | and                |              0 | And she — when she saw the corpses and the sea of blood,
312 | 1290.160 | she                |              0 | she opened her mouth to raise / the cry of triumph: such a work
313 | 1294.060 | she                |              0 | she saw accomplished. But Odysseus / checked her, and held her back,
314 | 1298.740 | she                |              2 | hot as she was, and spoke winged words to her:
315 | 1302.120 | In                 |              0 | "In your own heart rejoice, / old woman — and hold it in: no cries.
316 | 1306.140 | it                 |              0 | It is unholy to glory over slaughtered men.
317 | 1308.880 | These              |              0 | These men the doom of the gods has broken, / and their own ruthless deeds:
318 | 1312.940 | for                |              0 | for they honored nobody on this earth, / bad man or good, whoever came among them —
319 | 1317.660 | and                |              0 | and so through their own recklessness / they have met an ugly fate.
320 | 1321.520 | But                |              0 | But come now, name me the women of the halls:
321 | 1324.320 | which              |              0 | which of them dishonor me, and which are guiltless."
322 | 1327.600 | Then               |              0 | Then the dear nurse Eurycleia answered him:
